,element_type,osmid,name,public_transport,geometry,lat,lon,icona
258,node,662300562,Via Marchesi - Via Fratelli Zoia,platform,POINT (9.1086977 45.4713897),45.4713897,9.1086977,
259,node,662300563,"Via Milly, 9",platform,POINT (9.1063168 45.4731875),45.4731875,9.1063168,
260,node,662300564,Via Luigi Zoja - Via Fratelli Zoia,platform,POINT (9.1073228 45.4741597),45.4741597,9.1073228,
261,node,662300565,Via Marx - Via Cannizzaro,platform,POINT (9.1092861 45.4743074),45.4743074,9.1092861,
262,node,662344054,Bisceglie M1,platform,POINT (9.1126058 45.4549721),45.4549721,9.1126058,
263,node,662344055,Bisceglie M1 - Via Lucca,platform,POINT (9.1129056 45.4558915),45.4558915,9.1129056,
264,node,662344057,Via Bisceglie Via Ciconi,platform,POINT (9.1176319 45.4519226),45.4519226,9.1176319,
265,node,662438476,Via Lorenteggio - Via Bisceglie,platform,POINT (9.1206048 45.445176),45.445176,9.1206048,
266,node,662585054,"Via Cilea, 120",platform,POINT (9.0946146 45.5021661),45.5021661,9.0946146,
267,node,662585056,Via Cilea (Motorizzazione Civile),platform,POINT (9.094483 45.5034181),45.5034181,9.094483,
268,node,662585059,"Via Cilea, 120",platform,POINT (9.0950491 45.5012788),45.5012788,9.0950491,
269,node,662585063,Via Cilea (Motorizzazione Civile),platform,POINT (9.0951106 45.5040103),45.5040103,9.0951106,
270,node,662585066,"Via Appennini, 149",platform,POINT (9.1011543 45.5052472),45.5052472,9.1011543,
271,node,662585078,"Via Appennini, 179",platform,POINT (9.0987764 45.5056876),45.5056876,9.0987764,
272,node,662585081,"Via Appennini, 179",platform,POINT (9.0990117 45.5057996),45.5057996,9.0990117,
273,node,662585084,"Via Appennini, 149",platform,POINT (9.1012097 45.5053751),45.5053751,9.1012097,
274,node,663389725,Via Gallarate - Via Rizzo,platform,POINT (9.1206426 45.5017976),45.5017976,9.1206426,
275,node,663389729,Via Gallarate - Via Rizzo,platform,POINT (9.120495 45.5017769),45.5017769,9.120495,
276,node,663825165,Via Gallarate - Via Torrazza,platform,POINT (9.1047155 45.5050415),45.5050415,9.1047155,
277,node,663825168,Via Gallarate - Via Apennini,platform,POINT (9.0986596 45.5064864),45.5064864,9.0986596,
278,node,663825170,Via Gallarate - Via Capo Rizzuto,platform,POINT (9.1017801 45.5057483),45.5057483,9.1017801,
279,node,663868617,Via Gallarate - Via Torrazza,platform,POINT (9.1043921 45.5052291),45.5052291,9.1043921,
280,node,663868618,Via Gallarate - Via Jona,platform,POINT (9.1086231 45.504003),45.504003,9.1086231,
281,node,663868619,Via Gallarate - Via Jona,platform,POINT (9.1086901 45.5041685),45.5041685,9.1086901,
282,node,664389964,Via Eritrea - Via De Pisis,platform,POINT (9.1372023 45.512005),45.512005,9.1372023,
283,node,667196516,Via Appennini - Via Visconti,platform,POINT (9.1036472 45.504444),45.504444,9.1036472,
284,node,674736277,Viale Campania - Viale Corsica,platform,POINT (9.2236629 45.4623993),45.4623993,9.2236629,
285,node,674736278,Aeroporto di Linate (Segrate),platform,POINT (9.278905 45.4615473),45.4615473,9.278905,
286,node,676643327,Via Albani - Via Vigliani,platform,POINT (9.1455633 45.4813361),45.4813361,9.1455633,
287,node,676643331,Via Albani - Via Vigliani,platform,POINT (9.1463264 45.4809352),45.4809352,9.1463264,
288,node,676643332,Via Silva - Via Albani,platform,POINT (9.1487876 45.4790978),45.4790978,9.1487876,
289,node,676643334,Via Silva - Via Albani,platform,POINT (9.1481242 45.4793769),45.4793769,9.1481242,
290,node,676691581,Via Gallarate - Via Tibullo,platform,POINT (9.1348837 45.4958727),45.4958727,9.1348837,
291,node,676691586,Viale Ghisallo - Via Gallarate,platform,POINT (9.1308302 45.497026),45.497026,9.1308302,
292,node,676691589,Via Gallarate - Via Aniene,platform,POINT (9.1384912 45.4947508),45.4947508,9.1384912,
293,node,676691594,Via Gallarate - Via Somalia,platform,POINT (9.1426127 45.4934802),45.4934802,9.1426127,
294,node,676691598,Viale Certosa - Via Grosotto,platform,POINT (9.1474088 45.4917466),45.4917466,9.1474088,
295,node,676691604,Piazza Firenze - Viale Certosa,platform,POINT (9.1555703 45.4880323),45.4880323,9.1555703,
296,node,676700279,Piazza Firenze,platform,POINT (9.1570119 45.4882928),45.4882928,9.1570119,
297,node,676738424,Via Gallarate - Via Somalia,platform,POINT (9.1420918 45.4937471),45.4937471,9.1420918,
298,node,676738427,Via Gallarate - Via Tibullo,platform,POINT (9.133586 45.4964433),45.4964433,9.133586,
299,node,676738429,Viale Ghisallo - Via Gallarate,platform,POINT (9.1297722 45.4974966),45.4974966,9.1297722,
300,node,676738431,Via Gallarate - Via Aniene,platform,POINT (9.1393222 45.494628),45.494628,9.1393222,
301,node,676738433,Piazzale Accursio,platform,POINT (9.1473407 45.4921688),45.4921688,9.1473407,
302,node,676745533,Piazza Kennedy,platform,POINT (9.1296107 45.4946679),45.4946679,9.1296107,
303,node,678880586,Via Lorenteggio - Via Menaggio,platform,POINT (9.1247858 45.4460358),45.4460358,9.1247858,
304,node,678880588,Via Lorenteggio - Via Inganni,platform,POINT (9.128501 45.4472377),45.4472377,9.128501,
305,node,678880589,Largo Fatima,platform,POINT (9.1310255 45.4480607),45.4480607,9.1310255,
306,node,678880590,Via dei Giacinti - Via dei Gigli,platform,POINT (9.1333335 45.4508361),45.4508361,9.1333335,
307,node,678880591,Via Lorenteggio - Via Primule,platform,POINT (9.1400081 45.4509676),45.4509676,9.1400081,
308,node,678880592,Piazza Frattini,platform,POINT (9.1422229 45.4512915),45.4512915,9.1422229,
309,node,678880593,Via Lorenteggio - Via Vignoli,platform,POINT (9.1464558 45.4530304),45.4530304,9.1464558,
310,node,678880594,Via Lorenteggio - Via Tolstoj,platform,POINT (9.1500101 45.4541983),45.4541983,9.1500101,
311,node,678880595,Piazza Bolivar,platform,POINT (9.1522544 45.4548062),45.4548062,9.1522544,
312,node,678880597,Via Foppa - Via Stendhal,platform,POINT (9.1580819 45.456813),45.456813,9.1580819,
313,node,678880608,Via Olivetani - Via Gian Battista Vico,platform,POINT (9.1690698 45.4621389),45.4621389,9.1690698,
314,node,678880610,P.za Sant'Ambrogio - Via Carducci,platform,POINT (9.1738787 45.4625614),45.4625614,9.1738787,
315,node,678880611,Via Carducci - Via Mellerio,platform,POINT (9.1745549 45.4637771),45.4637771,9.1745549,
316,node,678880612,Largo D'Ancona,platform,POINT (9.1754625 45.4654848),45.4654848,9.1754625,
317,node,678880613,Cadorna M1 M2,platform,POINT (9.1767571 45.4674649),45.4674649,9.1767571,
318,node,679447426,Via Grosotto - Piazzale Accursio,platform,POINT (9.1453486 45.4909366),45.4909366,9.1453486,
319,node,679475723,Viale Achille Papa,platform,POINT (9.1427911 45.4895325),45.4895325,9.1427911,
320,node,679475726,Viale Certosa - Via Grosotto,platform,POINT (9.1475933 45.4914279),45.4914279,9.1475933,
321,node,679475728,Via da Panicale,platform,POINT (9.1503513 45.4930654),45.4930654,9.1503513,
322,node,679475731,Corso Sempione - Via E. Filiberto,platform,POINT (9.1593156 45.4866834),45.4866834,9.1593156,
323,node,679479311,Lotto (Fieramilanocity) M1 M5,,POINT (9.1444519 45.4785705),45.4785705,9.1444519,
324,node,680299285,Cairoli M1,platform,POINT (9.1810251 45.4678306),45.4678306,9.1810251,
325,node,680377132,Triennale,platform,POINT (9.1731416 45.4714387),45.4714387,9.1731416,
326,node,680520275,Amendola (Fieramilanocity) M1,platform,POINT (9.1515544 45.474797),45.474797,9.1515544,
327,node,680520281,Piazzale Arduino,platform,POINT (9.1505209 45.4779366),45.4779366,9.1505209,
328,node,680520285,Via Rossetti - Via Pallavicino,platform,POINT (9.1622385 45.4725895),45.4725895,9.1622385,
329,node,680520294,Via Rossetti - Largo Camus,platform,POINT (9.1605318 45.4738832),45.4738832,9.1605318,
330,node,680520299,Via Rossetti - Largo Camus,platform,POINT (9.1605538 45.4735861),45.4735861,9.1605538,
331,node,680520328,Via Pagano - Via Mascheroni,platform,POINT (9.164107 45.4708749),45.4708749,9.164107,
332,node,680520333,Via Pagano - Via Mascheroni,platform,POINT (9.1643776 45.4708549),45.4708549,9.1643776,
333,node,680520338,Via Ariosto,platform,POINT (9.1656454 45.4698892),45.4698892,9.1656454,
334,node,680520342,Via Ariosto,platform,POINT (9.1655513 45.4697465),45.4697465,9.1655513,
335,node,680520360,Via Pagano - Via Canova,platform,POINT (9.1704747 45.473597),45.473597,9.1704747,
336,node,687864649,Cadorna M1 M2,platform,POINT (9.1765143 45.4674159),45.4674159,9.1765143,
337,node,690708934,Via Silva - Via Monte Rosa,stop_position,POINT (9.1472522 45.4785099),45.4785099,9.1472522,
338,node,692073197,Via Marx - Via Constant,platform,POINT (9.1113399 45.4714029),45.4714029,9.1113399,
339,node,692073222,Via Novara - Via San Giusto,platform,POINT (9.1183104 45.4724722),45.4724722,9.1183104,
340,node,693683785,Piazzale Cimitero Maggiore,platform,POINT (9.1207281 45.5027869),45.5027869,9.1207281,
341,node,693933529,Via Pareto,platform,POINT (9.1254342 45.5025177),45.5025177,9.1254342,
342,node,693933532,Via Pareto,platform,POINT (9.1254015 45.5026287),45.5026287,9.1254015,
343,node,705535132,Via Bartolini - Viale Monte Ceneri,platform,POINT (9.1538457 45.4913518),45.4913518,9.1538457,
344,node,705664753,Certosa,platform,POINT (9.1363831 45.5083732),45.5083732,9.1363831,
345,node,705685629,Piazzale Cacciatori delle Alpi,platform,POINT (9.1357318 45.5056719),45.5056719,9.1357318,
346,node,705704754,Via Ghisallo - Piazzale ai Laghi,platform,POINT (9.1307706 45.5007975),45.5007975,9.1307706,
347,node,705704795,Via Alassio - Via Cantoni,platform,POINT (9.1316125 45.5052133),45.5052133,9.1316125,
348,node,705704828,Piazzale Cacciatori delle Alpi,platform,POINT (9.1361215 45.5049689),45.5049689,9.1361215,
349,node,705722195,Via Cefalonia,platform,POINT (9.1267744 45.5028128),45.5028128,9.1267744,
350,node,705722196,Via Cefalonia,platform,POINT (9.1269457 45.5030477),45.5030477,9.1269457,
351,node,705722197,Via Sapri,platform,POINT (9.1285578 45.5047189),45.5047189,9.1285578,
352,node,705722198,Via Sapri,platform,POINT (9.1285578 45.5046062),45.5046062,9.1285578,
353,node,705722199,Via Alassio - Via Cantoni,platform,POINT (9.132042 45.5056194),45.5056194,9.132042,
354,node,705722205,Via Varesina - Via Palizzi,platform,POINT (9.1400414 45.5022019),45.5022019,9.1400414,
355,node,705722208,Viale Espinasse - Via Palizzi,platform,POINT (9.1383075 45.5029463),45.5029463,9.1383075,
356,node,705722221,Via Varesina - Via Palizzi,platform,POINT (9.1397082 45.5026491),45.5026491,9.1397082,
357,node,706725638,Via Washington - Via Pirandello,platform,POINT (9.1548748 45.4628237),45.4628237,9.1548748,
358,node,708087631,Piazza Amati,platform,POINT (9.1261164 45.4693611),45.4693611,9.1261164,
359,node,708087634,Piazza Amati,platform,POINT (9.1251598 45.4694115),45.4694115,9.1251598,
360,node,708087636,Via Forze Armate - Via Anguissola,platform,POINT (9.139677 45.4635682),45.4635682,9.139677,
361,node,708087640,Piazzale Siena,platform,POINT (9.1363066 45.464719),45.464719,9.1363066,
362,node,708087642,Via Rembrandt - Viale Aretusa,platform,POINT (9.1364877 45.4673849),45.4673849,9.1364877,
363,node,708087644,Gambara M1,platform,POINT (9.1421552 45.4644446),45.4644446,9.1421552,
364,node,708087647,Viale Bezzi - Via Trivulzio,platform,POINT (9.145859 45.4657685),45.4657685,9.145859,
365,node,708087651,De Angeli M1,platform,POINT (9.1494506 45.4665847),45.4665847,9.1494506,
366,node,708123783,Via Forze Armate - Viale Pisa,platform,POINT (9.1377742 45.4635033),45.4635033,9.1377742,
367,node,708123785,Gambara M1,platform,POINT (9.1416274 45.4643898),45.4643898,9.1416274,
368,node,708123787,Piazzale Siena,platform,POINT (9.1375286 45.4647549),45.4647549,9.1375286,
369,node,708123789,Via Rembrandt - Via Capecelatro,platform,POINT (9.1347967 45.4676456),45.4676456,9.1347967,
370,node,708123793,Via Rembrandt - Viale Aretusa,platform,POINT (9.1372803 45.4661888),45.4661888,9.1372803,
371,node,708123795,Gambara M1,platform,POINT (9.14356 45.4651981),45.4651981,9.14356,
372,node,714175316,Via Val Trompia - Via Otranto,platform,POINT (9.1307562 45.5184076),45.5184076,9.1307562,
373,node,714175323,Via Val Trompia - Via Otranto,platform,POINT (9.1303625 45.5180519),45.5180519,9.1303625,
374,node,714175327,Via Val Trompia - Via Val di Fassa,platform,POINT (9.1329285 45.5191267),45.5191267,9.1329285,
375,node,714175330,Via Val Trompia - Via Val di Fassa,platform,POINT (9.1334075 45.5192831),45.5192831,9.1334075,
376,node,714175333,Via Amoretti - Via Lessona,platform,POINT (9.1360692 45.5185847),45.5185847,9.1360692,
377,node,714175337,Via Amoretti - Via Lessona,platform,POINT (9.1358249 45.5187416),45.5187416,9.1358249,
378,node,714175341,Via Amoretti - Via Antona Traversi,platform,POINT (9.1385711 45.5189202),45.5189202,9.1385711,
379,node,714307639,Largo Boccioni,platform,POINT (9.1283538 45.5120763),45.5120763,9.1283538,
380,node,714307640,Largo Boccioni,platform,POINT (9.1282806 45.5120077),45.5120077,9.1282806,
381,node,714307641,Via Arsia - Via Carbonia,platform,POINT (9.1283272 45.5146491),45.5146491,9.1283272,
382,node,714307642,Via Arsia - Via Carbonia,platform,POINT (9.1279091 45.5153317),45.5153317,9.1279091,
383,node,714307643,Via Amoretti - Via Antona Traversi,platform,POINT (9.1390823 45.5191853),45.5191853,9.1390823,
384,node,714307644,Via Amoretti - Via Pascarella,platform,POINT (9.140844 45.519206),45.519206,9.140844,
385,node,714307646,Via Amoretti - Via Pascarella,platform,POINT (9.1408368 45.5194158),45.5194158,9.1408368,
386,node,714307653,Quarto Oggiaro,platform,POINT (9.1445088 45.5198195),45.5198195,9.1445088,
387,node,714307655,Quarto Oggiaro,platform,POINT (9.1443653 45.5199971),45.5199971,9.1443653,
388,node,714331149,Via Arsia - Via Cogne,platform,POINT (9.1275471 45.5164487),45.5164487,9.1275471,
389,node,714331150,Via Arsia - Via Cogne,platform,POINT (9.127729 45.5164779),45.5164779,9.127729,
390,node,715795985,Piazzale Brescia,platform,POINT (9.1451161 45.469714),45.469714,9.1451161,
391,node,715795988,Piazzale Brescia,platform,POINT (9.1452654 45.4697104),45.4697104,9.1452654,
392,node,715795997,Piazzale Brescia - Viale Murillo,platform,POINT (9.1445636 45.4719634),45.4719634,9.1445636,
393,node,715795999,Piazzale Brescia - Viale Murillo,platform,POINT (9.1444365 45.4719048),45.4719048,9.1444365,
394,node,715796009,Viale Murillo - Via Ricciarelli,platform,POINT (9.1439534 45.4734416),45.4734416,9.1439534,
395,node,715796017,Viale Murillo - Via Pagliano,platform,POINT (9.144238 45.4729852),45.4729852,9.144238,
396,node,715796020,Piazzale Zavattari,platform,POINT (9.142727 45.4767345),45.4767345,9.142727,
397,node,715827009,Viale Murillo - Piazzale Zavattari,platform,POINT (9.1435177 45.4753051),45.4753051,9.1435177,
398,node,715827015,Piazzale Zavattari,platform,POINT (9.1445035 45.4768352),45.4768352,9.1445035,
399,node,715948229,Corso Italia - Via Santa Sofia,platform,POINT (9.1867241 45.456192),45.456192,9.1867241,
400,node,715948266,Duomo,platform,POINT (9.1873767 45.464286),45.464286,9.1873767,
401,node,715987136,Viale Tibaldi - Via Meda,platform,POINT (9.1787649 45.4434835),45.4434835,9.1787649,
402,node,715987152,Viale Toscana - Via Bazzi,platform,POINT (9.1880094 45.4458224),45.4458224,9.1880094,
403,node,715987155,Viale Toscana - Via Castelbarco,platform,POINT (9.1879986 45.445924),45.445924,9.1879986,
404,node,715987157,Viale Toscana - Via Leoni,platform,POINT (9.1939387 45.4462583),45.4462583,9.1939387,
405,node,715987159,Viale Toscana - Via Vittadini,platform,POINT (9.1950629 45.4464157),45.4464157,9.1950629,
406,node,715987161,Viale Isonzo - Via Ripamonti,platform,POINT (9.1976879 45.4464212),45.4464212,9.1976879,
407,node,716008478,Piazzale delle Milizie - Viale Troya,platform,POINT (9.1557438 45.4500504),45.4500504,9.1557438,
408,node,716008561,Piazzale delle Milizie - Viale Troya,platform,POINT (9.1558318 45.4501144),45.4501144,9.1558318,
409,node,716008562,Ponte Guido Crepax,stop_position,POINT (9.1577965 45.4482345),45.4482345,9.1577965,
410,node,716008564,V.le Cassala,platform,POINT (9.1636461 45.4447242),45.4447242,9.1636461,
411,node,716008566,Romolo FS M2,stop_position,POINT (9.1673741 45.4441017),45.4441017,9.1673741,
412,node,716008568,Piazza Belfanti,platform,POINT (9.1717896 45.4439276),45.4439276,9.1717896,
413,node,716008570,Viale Liguria,platform,POINT (9.1754189 45.4437593),45.4437593,9.1754189,
414,node,716015766,Piazza Napoli,platform,POINT (9.154048 45.4529163),45.4529163,9.154048,
415,node,716023939,Viale Misurata - Via Favretto,platform,POINT (9.151518 45.4574236),45.4574236,9.151518,
416,node,716023940,Viale Misurata - Via Tagiura,platform,POINT (9.1513633 45.4573933),45.4573933,9.1513633,
417,node,716023943,Piazzale Tripoli,platform,POINT (9.1495058 45.4607177),45.4607177,9.1495058,
418,node,716023944,Piazza Bolivar,platform,POINT (9.1524272 45.4557087),45.4557087,9.1524272,
419,node,716023945,Viale Bezzi - Via Marostica,platform,POINT (9.1479983 45.4632975),45.4632975,9.1479983,
420,node,716023947,Piazza Ghirlandaio,platform,POINT (9.1463294 45.4662947),45.4662947,9.1463294,
421,node,717641269,Via Satta - Via Lessona,platform,POINT (9.1364631 45.5166285),45.5166285,9.1364631,
422,node,717641278,Via Satta - Via Lessona,platform,POINT (9.136379 45.5167222),45.5167222,9.136379,
423,node,717641294,Via Satta - Via Antona Traversi,platform,POINT (9.1390718 45.5170365),45.5170365,9.1390718,
424,node,717641295,Via Satta - Via Antona Traversi,platform,POINT (9.1393987 45.5171689),45.5171689,9.1393987,
425,node,717641335,Via Simoni - Via Pascarella,platform,POINT (9.1442728 45.5154988),45.5154988,9.1442728,
426,node,717641337,Via Simoni - Via Pascarella,platform,POINT (9.1439529 45.5153322),45.5153322,9.1439529,
427,node,723173231,Corso Sempione Via Canova,platform,POINT (9.1687707 45.4779266),45.4779266,9.1687707,
428,node,723278918,Piazza Firenze,platform,POINT (9.1556776 45.488461),45.488461,9.1556776,
429,node,723278937,Corso Sempione - Via Emanuele Filiberto,platform,POINT (9.1593989 45.4861323),45.4861323,9.1593989,
430,node,723278949,Corso Sempione Via Filiberto,platform,POINT (9.1581398 45.4862814),45.4862814,9.1581398,
431,node,723278960,Piazza Firenze,platform,POINT (9.1574003 45.4877349),45.4877349,9.1574003,
432,node,726880667,Largo D'Ancona,platform,POINT (9.1751544 45.465238),45.465238,9.1751544,
433,node,726880696,Cadorna FN M1 M2,platform,POINT (9.1761309 45.469184),45.469184,9.1761309,
434,node,726880711,Cadorna M1 M2,platform,POINT (9.1764571 45.4688832),45.4688832,9.1764571,
435,node,726880721,Cadorna FN M1 M2,platform,POINT (9.176603 45.4690106),45.4690106,9.176603,
436,node,726880760,Corso Sempione - Via Arona,platform,POINT (9.1612807 45.4846953),45.4846953,9.1612807,
