,name,geometry,lat,lon
2185,,"POLYGON ((9.1087284 45.4951251, 9.1086989 45.4950921, 9.1081322 45.4953454, 9.1081609 45.4953775, 9.1087284 45.4951251))",9.1087284,45.4951251
2186,,"POLYGON ((9.1083195 45.495434, 9.1081547 45.4955074, 9.1088446 45.4962679, 9.1090096 45.4961943, 9.1083195 45.495434))",9.1083195,45.495434
2187,,"POLYGON ((9.1126088 45.4935571, 9.1135027 45.4931554, 9.1132087 45.492833, 9.1123149 45.4932337, 9.1125479 45.4934891, 9.1126088 45.4935571))",9.1126088,45.4935571
2188,,"POLYGON ((9.1107049 45.4943211, 9.1103844 45.4939677, 9.1103234 45.4939943, 9.1106429 45.4943491, 9.1107049 45.4943211))",9.1107049,45.4943211
2189,,"POLYGON ((9.109641 45.4926883, 9.1095756 45.4927159, 9.1098057 45.4929866, 9.1097041 45.4930255, 9.1096323 45.4930529, 9.1095228 45.4930948, 9.1092963 45.4928284, 9.1092369 45.4928542, 9.1091173 45.4927124, 9.1090169 45.4925934, 9.1093474 45.4924475, 9.1094521 45.4925708, 9.109756 45.4924356, 9.1097619 45.4924422, 9.1098748 45.4925672, 9.1098331 45.4925856, 9.1097628 45.4926167, 9.1096584 45.4926628, 9.1096493 45.4926676, 9.1096417 45.4926761, 9.109641 45.4926883))",9.109641,45.4926883
2190,,"POLYGON ((9.1087287 45.4926958, 9.1086452 45.4927311, 9.109138 45.4932718, 9.1092068 45.4932387, 9.1089702 45.4929701, 9.1092369 45.4928542, 9.1091173 45.4927124, 9.1088717 45.4928239, 9.1088641 45.4928262, 9.1088569 45.4928273, 9.1088496 45.4928267, 9.1088443 45.4928247, 9.1088387 45.4928206, 9.1087287 45.4926958))",9.1087287,45.4926958
2191,,"POLYGON ((9.10995 45.4920625, 9.1101207 45.4919874, 9.1106932 45.4926262, 9.1105209 45.4926936, 9.10995 45.4920625))",9.10995,45.4920625
2192,,"POLYGON ((9.1115042 45.4925195, 9.1125198 45.4921269, 9.1124897 45.4920887, 9.111474 45.4924812, 9.1115042 45.4925195))",9.1115042,45.4925195
2193,,"POLYGON ((9.1011571 45.4907996, 9.1011826 45.4905836, 9.1011297 45.4905514, 9.1011054 45.4907633, 9.1011571 45.4907996))",9.1011571,45.4907996
2194,,"POLYGON ((9.1004592 45.4908094, 9.1010163 45.4909054, 9.1010301 45.4908661, 9.1004729 45.4907702, 9.1004592 45.4908094))",9.1004592,45.4908094
2195,,"POLYGON ((9.1004612 45.4906895, 9.1004791 45.4904989, 9.1004223 45.4904963, 9.1004044 45.4906869, 9.1004612 45.4906895))",9.1004612,45.4906895
2196,,"POLYGON ((9.1004791 45.4904989, 9.1011054 45.4904615, 9.1011023 45.490421, 9.1004741 45.4904581, 9.1004791 45.4904989))",9.1004791,45.4904989
2197,,"POLYGON ((9.0962757 45.5039178, 9.0966171 45.5039427, 9.0967094 45.5033212, 9.0963678 45.5032963, 9.0962757 45.5039178))",9.0962757,45.5039178
2198,,"POLYGON ((9.1073143 45.5000231, 9.1072662 45.5004181, 9.1071289 45.5004098, 9.1071295 45.5004047, 9.1071339 45.5003684, 9.1070787 45.5003651, 9.1071219 45.5000116, 9.1072111 45.5000169, 9.1073143 45.5000231))",9.1073143,45.5000231
2199,,"POLYGON ((9.1067351 45.5003466, 9.1070724 45.5005496, 9.1071107 45.5005205, 9.1071289 45.5004098, 9.1071295 45.5004047, 9.1067659 45.500189, 9.1066673 45.5002675, 9.1067618 45.5003244, 9.1067351 45.5003466))",9.1067351,45.5003466
2200,,"POLYGON ((9.1056003 45.4998215, 9.1060608 45.4996606, 9.1059726 45.4995366, 9.1055121 45.4996974, 9.1056003 45.4998215))",9.1056003,45.4998215
2201,,"POLYGON ((9.1030524 45.5043783, 9.1032391 45.504267, 9.1032239 45.5042543, 9.1033091 45.5042035, 9.1031249 45.5040513, 9.1028528 45.504212, 9.102915 45.5042638, 9.1030524 45.5043783))",9.1030524,45.5043783
2202,,"POLYGON ((9.1678653 45.4245384, 9.1682923 45.4244089, 9.168244 45.4243208, 9.1678106 45.4244465, 9.1678653 45.4245384))",9.1678653,45.4245384
2203,,"POLYGON ((9.1136479 45.492567, 9.1130697 45.4919209, 9.1132342 45.4918486, 9.1138122 45.4924948, 9.1136479 45.492567))",9.1136479,45.492567
2204,,"POLYGON ((9.1113635 45.4930746, 9.1114583 45.493176, 9.1128755 45.4925422, 9.1127845 45.4924391, 9.1113635 45.4930746))",9.1113635,45.4930746
2205,,"POLYGON ((9.1216406 45.4914, 9.1216149 45.4913676, 9.1221577 45.4911497, 9.1221822 45.4911828, 9.1216406 45.4914))",9.1216406,45.4914
2206,,"POLYGON ((9.1211674 45.4908535, 9.1218178 45.4905934, 9.1217886 45.4905562, 9.1211388 45.490817, 9.1211674 45.4908535))",9.1211674,45.4908535
2207,,"POLYGON ((9.1221475 45.491053, 9.1218812 45.4907257, 9.1218317 45.4907473, 9.1220962 45.4910731, 9.1221475 45.491053))",9.1221475,45.491053
2208,,"POLYGON ((9.1125118 45.4980806, 9.1136131 45.498203, 9.1136426 45.4980723, 9.1131328 45.4980157, 9.1131218 45.4980603, 9.1128277 45.4980274, 9.112837 45.4979829, 9.1125413 45.4979501, 9.1125118 45.4980806))",9.1125118,45.4980806
2209,,"POLYGON ((9.1152537 45.4984802, 9.1139346 45.4982323, 9.1138972 45.49833, 9.1140164 45.4983524, 9.1139998 45.498396, 9.1152738 45.4986357, 9.1154777 45.4985411, 9.1154405 45.4985018, 9.1155344 45.4984582, 9.1154632 45.4983829, 9.1152537 45.4984802))",9.1152537,45.4984802
2210,,"POLYGON ((9.1151601 45.4976622, 9.1152115 45.4976379, 9.115279 45.49771, 9.1152272 45.4977338, 9.1151601 45.4976622))",9.1151601,45.4976622
2211,,"POLYGON ((9.1150883 45.4975855, 9.1151399 45.4975615, 9.1147239 45.4971172, 9.114672 45.4971411, 9.1150883 45.4975855))",9.1150883,45.4975855
2212,,"POLYGON ((9.1160004 45.4980389, 9.1165755 45.4981197, 9.1165876 45.4980774, 9.1160125 45.4979966, 9.1160004 45.4980389))",9.1160004,45.4980389
2213,,"POLYGON ((9.116263 45.4972827, 9.1161901 45.4972043, 9.116065 45.4972615, 9.1160275 45.4972213, 9.1157713 45.4973385, 9.1156041 45.497159, 9.1154409 45.4972337, 9.1157183 45.4975318, 9.116263 45.4972827))",9.116263,45.4972827
2214,,"POLYGON ((9.1203069 45.4981368, 9.1202867 45.4979975, 9.1203436 45.4979935, 9.1203639 45.4981328, 9.1203069 45.4981368))",9.1203069,45.4981368
2215,,"POLYGON ((9.1202769 45.4977053, 9.121072 45.4973876, 9.1210918 45.4974119, 9.1211015 45.4974239, 9.1203065 45.4977417, 9.1202769 45.4977053))",9.1202769,45.4977053
2216,,"POLYGON ((9.1214868 45.4978656, 9.1215897 45.4979896, 9.1215386 45.4980105, 9.1214344 45.4978865, 9.1214868 45.4978656))",9.1214868,45.4978656
2217,,"POLYGON ((9.1216825 45.4980259, 9.1221164 45.4978511, 9.1220866 45.4978148, 9.1216528 45.4979897, 9.1216825 45.4980259))",9.1216825,45.4980259
2218,,"POLYGON ((9.1211467 45.4975258, 9.1212827 45.497692, 9.1213325 45.497672, 9.1211965 45.4975058, 9.1211467 45.4975258))",9.1211467,45.4975258
2219,,"POLYGON ((9.1024078 45.5025391, 9.1026795 45.5023186, 9.102984 45.5025028, 9.1027737 45.5026735, 9.1027297 45.5026468, 9.1026681 45.5026968, 9.1024078 45.5025391))",9.1024078,45.5025391
2220,,"POLYGON ((9.1016734 45.5029881, 9.1022564 45.5030239, 9.1022394 45.5031595, 9.1016309 45.503122, 9.1016423 45.5030311, 9.1016679 45.5030327, 9.1016734 45.5029881))",9.1016734,45.5029881
2221,,"POLYGON ((9.1016753 45.5029775, 9.1022577 45.5030118, 9.1022746 45.5028731, 9.1017407 45.502838, 9.1017346 45.5028779, 9.101689 45.5028749, 9.1016753 45.5029775))",9.1016753,45.5029775
2222,,"POLYGON ((9.1016219 45.5024782, 9.1015798 45.5025151, 9.101623 45.5025412, 9.1016592 45.5025519, 9.1016989 45.5025592, 9.1017386 45.5025568, 9.10179 45.5025486, 9.1021682 45.5024545, 9.1022021 45.502538, 9.1018168 45.5026313, 9.101769 45.5026403, 9.1017156 45.502643, 9.1016794 45.502643, 9.1016363 45.5026365, 9.1015955 45.5026263, 9.1015485 45.5026095, 9.1015015 45.5025879, 9.101456 45.5025631, 9.1008668 45.5022169, 9.1010008 45.5021088, 9.1016219 45.5024782))",9.1016219,45.5024782
2223,,"POLYGON ((9.1018712 45.5018435, 9.1013272 45.5022846, 9.1010154 45.502098, 9.1011013 45.5020301, 9.1011621 45.5020452, 9.1011845 45.5020279, 9.1011352 45.5019853, 9.1011969 45.5019521, 9.1012578 45.501922, 9.1013229 45.5018924, 9.1013647 45.5018727, 9.1014019 45.5018541, 9.1014381 45.5018337, 9.1014731 45.5018108, 9.1016346 45.5017005, 9.1018712 45.5018435))",9.1018712,45.5018435
2224,,"POLYGON ((9.1023774 45.5017979, 9.1018964 45.501503, 9.101779 45.5015977, 9.102262 45.5018903, 9.1023774 45.5017979))",9.1023774,45.5017979
2225,,"POLYGON ((9.1018539 45.5014589, 9.1020798 45.5015974, 9.1025891 45.5011812, 9.1023673 45.5010458, 9.1022312 45.5011553, 9.1023229 45.5012117, 9.1021535 45.5013508, 9.1020606 45.5012926, 9.1018539 45.5014589))",9.1018539,45.5014589
2226,,"POLYGON ((9.1045234 45.5021808, 9.1049654 45.5024515, 9.1054426 45.5020689, 9.1050006 45.5017981, 9.1045234 45.5021808))",9.1045234,45.5021808
2227,,"POLYGON ((9.1044717 45.5022263, 9.1048722 45.5024719, 9.10483 45.5025063, 9.104429 45.5022605, 9.1044717 45.5022263))",9.1044717,45.5022263
2228,,"POLYGON ((9.1047295 45.5017015, 9.1049163 45.5018152, 9.1050547 45.5017035, 9.1048679 45.5015898, 9.1047295 45.5017015))",9.1047295,45.5017015
2229,,"POLYGON ((9.1046037 45.5030834, 9.1048175 45.502912, 9.1047698 45.5028834, 9.1045678 45.5030452, 9.1045564 45.5030544, 9.1046037 45.5030834))",9.1046037,45.5030834
2230,,"POLYGON ((9.1167429 45.4963091, 9.1170604 45.496162, 9.1168598 45.4959476, 9.1168286 45.4959618, 9.116805 45.4959726, 9.1167685 45.4959309, 9.1164262 45.4960874, 9.1167429 45.4963091))",9.1167429,45.4963091
2231,,"POLYGON ((9.1133001 45.4995981, 9.1131596 45.4995863, 9.1132861 45.4988439, 9.1134267 45.4988557, 9.1133001 45.4995981))",9.1133001,45.4995981
2232,,"POLYGON ((9.1105848 45.4976177, 9.1105939 45.497574, 9.1107793 45.4975919, 9.1107707 45.4976357, 9.1105848 45.4976177))",9.1105848,45.4976177
2233,,"POLYGON ((9.1104889 45.4976085, 9.1104977 45.4975647, 9.1101566 45.4975318, 9.110148 45.4975755, 9.1104889 45.4976085))",9.1104889,45.4976085
2234,,"POLYGON ((9.1112153 45.4978385, 9.1112697 45.4978112, 9.1114312 45.4979755, 9.1118087 45.4977996, 9.11179 45.4977718, 9.111776 45.497757, 9.1117095 45.4977341, 9.111664 45.4977022, 9.1116161 45.4976719, 9.1114621 45.4975966, 9.1114388 45.4975614, 9.111268 45.4975204, 9.1109911 45.4976533, 9.1110752 45.4977458, 9.1111721 45.4977697, 9.111164 45.4977843, 9.1112153 45.4978385))",9.1112153,45.4978385
2235,,"POLYGON ((9.1093673 45.4988287, 9.1095896 45.4988716, 9.1096088 45.4988226, 9.1098947 45.4988777, 9.1098406 45.4990156, 9.1093324 45.4989175, 9.1093673 45.4988287))",9.1093673,45.4988287
2236,,"POLYGON ((9.1095813 45.4989802, 9.1089459 45.4988588, 9.10889 45.4990027, 9.1095254 45.4991241, 9.1095813 45.4989802))",9.1095813,45.4989802
2237,,"POLYGON ((9.0849669 45.4537195, 9.0851987 45.4538119, 9.0852195 45.4538167, 9.0852403 45.4538184, 9.0852573 45.4538173, 9.085275 45.453813, 9.0855684 45.4537017, 9.0855631 45.4536838, 9.0855554 45.4536692, 9.0855446 45.4536568, 9.0853289 45.4535044, 9.0852026 45.4535325, 9.0852293 45.4536001, 9.0851491 45.4536161, 9.0851553 45.4536332, 9.0850112 45.4536624, 9.0849669 45.4537195))",9.0849669,45.4537195
2238,,"POLYGON ((9.083858 45.4534602, 9.0841784 45.4534814, 9.084206 45.4532758, 9.0841449 45.4532717, 9.084126 45.4532551, 9.0838876 45.4532394, 9.083858 45.4534602))",9.083858,45.4534602
2239,,"POLYGON ((9.0832294 45.4543059, 9.0831881 45.4542155, 9.0831976 45.4542134, 9.0847725 45.453869, 9.0848127 45.4539594, 9.0832294 45.4543059))",9.0832294,45.4543059
2240,,"POLYGON ((9.0828786 45.4543827, 9.0828411 45.4542914, 9.0823753 45.4543934, 9.0824084 45.4544664, 9.0824415 45.4544685, 9.0824716 45.454468, 9.0825027 45.454465, 9.0828786 45.4543827))",9.0828786,45.4543827
2241,,"POLYGON ((9.0829441 45.453998, 9.0828981 45.4538618, 9.0835232 45.4537579, 9.0835692 45.453894, 9.0829441 45.453998))",9.0829441,45.453998
2242,,"POLYGON ((9.0824667 45.4536809, 9.082437 45.453679, 9.0824098 45.4536772, 9.0823567 45.4540732, 9.0823843 45.454075, 9.0824135 45.454077, 9.0824667 45.4536809))",9.0824667,45.4536809
2243,,"POLYGON ((9.0821995 45.4516026, 9.0820925 45.4524168, 9.0822236 45.4524253, 9.0823303 45.4516111, 9.0822603 45.4516066, 9.0821995 45.4516026))",9.0821995,45.4516026
2244,,"POLYGON ((9.0799776 45.4516435, 9.0803963 45.451402, 9.0803483 45.451361, 9.0803983 45.4513322, 9.0803159 45.4512619, 9.0798472 45.4515323, 9.0799776 45.4516435))",9.0799776,45.4516435
2245,,"POLYGON ((9.0792489 45.4525136, 9.0788097 45.4531328, 9.0786298 45.4530701, 9.0790689 45.4524508, 9.0792489 45.4525136))",9.0792489,45.4525136
2246,,"POLYGON ((9.0960254 45.5023048, 9.0962323 45.5022296, 9.0964606 45.5025382, 9.0962537 45.5026134, 9.0960254 45.5023048))",9.0960254,45.5023048
2247,,"POLYGON ((9.0956498 45.5019944, 9.0957319 45.5020531, 9.0954381 45.502255, 9.0954804 45.5022852, 9.0952299 45.5024572, 9.0951415 45.502394, 9.0952923 45.5022905, 9.0952562 45.5022647, 9.0956498 45.5019944))",9.0956498,45.5019944
2248,,"POLYGON ((9.0951529 45.5027594, 9.0957509 45.5023451, 9.0956014 45.5022391, 9.0950035 45.5026536, 9.0951529 45.5027594))",9.0951529,45.5027594
2249,,"POLYGON ((9.0967206 45.5039508, 9.0967329 45.5039037, 9.0967398 45.5038561, 9.0967415 45.5038066, 9.0967441 45.5036514, 9.0967471 45.50362, 9.0967507 45.5035912, 9.0967563 45.5035588, 9.0967652 45.5035228, 9.0967793 45.5034788, 9.0967952 45.5034354, 9.0968376 45.5033436, 9.0968606 45.503304, 9.0968863 45.5032593, 9.096957 45.5031564, 9.0970363 45.5030404, 9.0971959 45.503091, 9.0971441 45.5031679, 9.09708 45.5032634, 9.0970363 45.5033375, 9.0969926 45.5034215, 9.0969703 45.5034863, 9.0969489 45.5035547, 9.0969327 45.5036267, 9.0969281 45.5036886, 9.0969276 45.5037385, 9.0969333 45.5039977, 9.0967102 45.5039845, 9.0967206 45.5039508))",9.0967206,45.5039508
2250,,"POLYGON ((9.1734076 45.4075914, 9.17355 45.4074746, 9.1733696 45.4073692, 9.173232 45.4074867, 9.1732885 45.4075204, 9.1733208 45.4075397, 9.1733532 45.4075589, 9.1734076 45.4075914))",9.1734076,45.4075914
2251,,"POLYGON ((9.1700519 45.4059319, 9.1705761 45.4062342, 9.1706969 45.4061309, 9.1701726 45.4058287, 9.1700519 45.4059319))",9.1700519,45.4059319
2252,,"POLYGON ((9.1705517 45.4060357, 9.1700635 45.4057504, 9.1701504 45.4056772, 9.1706385 45.4059625, 9.1705517 45.4060357))",9.1705517,45.4060357
2253,,"POLYGON ((9.1716386 45.4064233, 9.1712942 45.4067107, 9.1715187 45.4068433, 9.1715492 45.4068613, 9.171769 45.406678, 9.1718004 45.4066518, 9.1718343 45.4066235, 9.1718937 45.406574, 9.1716959 45.4064571, 9.1716386 45.4064233))",9.1716386,45.4064233
2254,,"POLYGON ((9.1052232 45.5001684, 9.1046417 45.5003681, 9.1047044 45.5004578, 9.1044913 45.500531, 9.1043383 45.5003148, 9.1047158 45.5001847, 9.1046525 45.5000943, 9.1047541 45.5000594, 9.1046405 45.499897, 9.1052709 45.4996803, 9.1054182 45.4998908, 9.1052249 45.4999572, 9.1052793 45.5000348, 9.1052292 45.5000521, 9.1052595 45.5000954, 9.1051891 45.5001196, 9.1052232 45.5001684))",9.1052232,45.5001684
2255,,"POLYGON ((9.1035477 45.5004679, 9.1036808 45.5003967, 9.1035249 45.5002537, 9.1034584 45.5002893, 9.103431 45.5002621, 9.1033251 45.5003205, 9.1032125 45.5003898, 9.103015 45.5005275, 9.1031054 45.5005874, 9.1031474 45.5005659, 9.1034368 45.5003662, 9.1035477 45.5004679))",9.1035477,45.5004679
2256,,"POLYGON ((9.1040038 45.5035262, 9.1041293 45.5034253, 9.1041089 45.5034118, 9.1039823 45.5035129, 9.1040038 45.5035262))",9.1040038,45.5035262
2257,,"POLYGON ((9.1058503 45.5012193, 9.1059062 45.5012529, 9.10579 45.5013479, 9.1057381 45.5013903, 9.1056198 45.5014869, 9.1057868 45.5015865, 9.1062144 45.5012338, 9.1058253 45.501002, 9.1053977 45.5013547, 9.1055639 45.5014533, 9.105682 45.5013568, 9.1057353 45.5013133, 9.1058503 45.5012193))",9.1058503,45.5012193
2258,,"POLYGON ((9.1058046 45.5015948, 9.1062505 45.5012247, 9.1063864 45.5013051, 9.1059405 45.5016752, 9.1058046 45.5015948))",9.1058046,45.5015948
2259,,"POLYGON ((9.1053628 45.5013663, 9.1058852 45.5016765, 9.1058014 45.5017458, 9.1052789 45.5014358, 9.1053628 45.5013663))",9.1053628,45.5013663
2260,,"POLYGON ((9.1226914 45.4901269, 9.1225906 45.4900018, 9.1209758 45.4906408, 9.1210768 45.4907661, 9.1226914 45.4901269))",9.1226914,45.4901269
2261,,"POLYGON ((9.107195 45.5039336, 9.1070754 45.5039614, 9.1068995 45.5035908, 9.1070192 45.5035629, 9.107195 45.5039336))",9.107195,45.5039336
2262,,"POLYGON ((9.1081402 45.5038793, 9.1071697 45.5041099, 9.1072111 45.5041974, 9.108309 45.5039349, 9.1079981 45.503293, 9.1078562 45.5033286, 9.1078778 45.5033761, 9.1077412 45.5034091, 9.1076976 45.5033165, 9.1076929 45.5032935, 9.1076929 45.503269, 9.1075997 45.5032596, 9.1075427 45.5032742, 9.1075353 45.5032549, 9.1073958 45.5032902, 9.1074106 45.5033235, 9.1072865 45.5033532, 9.1072188 45.5032112, 9.1070921 45.5032422, 9.1072471 45.5035599, 9.1075144 45.5034955, 9.107557 45.5035845, 9.1079575 45.5034898, 9.1081402 45.5038793))",9.1081402,45.5038793
2263,,"POLYGON ((9.106652 45.5036596, 9.1068528 45.5040608, 9.1066689 45.504106, 9.1064682 45.5037053, 9.1065163 45.5036935, 9.1063202 45.5033025, 9.1064968 45.503259, 9.1066928 45.50365, 9.106652 45.5036596))",9.106652,45.5036596
2264,,"POLYGON ((9.1092612 45.5032779, 9.1091423 45.5033089, 9.1092535 45.5035419, 9.1092042 45.5035538, 9.109272 45.5036899, 9.1094814 45.5036408, 9.1092612 45.5032779))",9.1092612,45.5032779
2265,,"POLYGON ((9.0991011 45.5215369, 9.0990227 45.5214188, 9.0989449 45.5214442, 9.0990233 45.5215623, 9.0991011 45.5215369))",9.0991011,45.5215369
2266,,"POLYGON ((9.1075791 45.4948472, 9.1072678 45.4944992, 9.1073129 45.4944794, 9.107744 45.4942898, 9.1080554 45.4946378, 9.1075791 45.4948472))",9.1075791,45.4948472
2267,,"POLYGON ((9.1086551 45.4940907, 9.1082862 45.4942537, 9.1081571 45.4941101, 9.1085259 45.4939471, 9.1086551 45.4940907))",9.1086551,45.4940907
2268,,"POLYGON ((9.1069744 45.4940605, 9.1080817 45.4935648, 9.1081146 45.4936009, 9.108186 45.4935689, 9.1082585 45.4936485, 9.1069539 45.4942322, 9.1067973 45.4940602, 9.1068383 45.4940419, 9.1069229 45.494004, 9.1069744 45.4940605))",9.1069744,45.4940605
2269,,"POLYGON ((9.1071951 45.4936472, 9.1077892 45.4933811, 9.1074579 45.4930174, 9.1071868 45.493147, 9.1072385 45.4932047, 9.1071466 45.4932463, 9.1071327 45.4932703, 9.1071755 45.493315, 9.1070998 45.4933504, 9.1070317 45.4934679, 9.1071951 45.4936472))",9.1071951,45.4936472
2270,,"POLYGON ((9.1088608 45.494131, 9.1085359 45.4937684, 9.108591 45.4937441, 9.1089158 45.4941068, 9.1088608 45.494131))",9.1088608,45.494131
2271,,"POLYGON ((9.1112124 45.4949586, 9.1110271 45.4950401, 9.1109599 45.4949649, 9.1111452 45.4948834, 9.1112124 45.4949586))",9.1112124,45.4949586
2272,,"POLYGON ((9.1123561 45.4947875, 9.1124601 45.4949022, 9.1129392 45.494689, 9.1128352 45.4945742, 9.1123561 45.4947875))",9.1123561,45.4947875
2273,,"POLYGON ((9.1109495 45.4951174, 9.1110407 45.4950763, 9.1116903 45.4957842, 9.1115992 45.4958253, 9.1109495 45.4951174))",9.1109495,45.4951174
2274,,"POLYGON ((9.2517881 45.5074232, 9.2528292 45.506741, 9.2528544 45.5067819, 9.251807 45.5074585, 9.2517881 45.5074232))",9.2517881,45.5074232
2275,,"POLYGON ((9.2517288 45.5073521, 9.2515238 45.5071877, 9.2514499 45.5072032, 9.2513516 45.5072676, 9.2515914 45.5074439, 9.2517288 45.5073521))",9.2517288,45.5073521
2276,,"POLYGON ((9.1810571 45.4489402, 9.1811268 45.4489468, 9.1811524 45.4488138, 9.1811567 45.4487913, 9.181087 45.4487847, 9.1810571 45.4489402))",9.1810571,45.4489402
2277,,"POLYGON ((9.1016167 45.5231784, 9.1012751 45.5230272, 9.1011831 45.522986, 9.0996808 45.522298, 9.0997309 45.522271, 9.099785 45.5222514, 9.099854 45.5222337, 9.0998906 45.5222296, 9.0999564 45.5222347, 9.1000146 45.5222505, 9.1000403 45.5222618, 9.1000841 45.5222884, 9.1001297 45.522308, 9.1002147 45.5223255, 9.1002729 45.5223252, 9.1003257 45.5223189, 9.1003793 45.5223047, 9.1004168 45.5222879, 9.1004443 45.522275, 9.1004976 45.5222582, 9.1005579 45.5222554, 9.100608 45.5222616, 9.1007184 45.5222829, 9.100853 45.5223265, 9.1009704 45.5223781, 9.1014039 45.5225771, 9.101539 45.5226273, 9.1020742 45.5228693, 9.1020362 45.5229105, 9.1020407 45.5229662, 9.1016526 45.5231957, 9.1016167 45.5231784))",9.1016167,45.5231784
2278,,"POLYGON ((9.1729746 45.4433448, 9.173059 45.4433423, 9.1730535 45.4433208, 9.1731291 45.4433192, 9.1731254 45.4432733, 9.1730313 45.4432763, 9.1730242 45.4432694, 9.1729999 45.4432699, 9.1729703 45.4432705, 9.1729746 45.4433448))",9.1729746,45.4433448
2279,Abbiategrasso,"POLYGON ((9.1779277 45.4283442, 9.1781426 45.4283387, 9.1781789 45.4283378, 9.178224 45.4283366, 9.1784042 45.4283342, 9.178419 45.4288242, 9.1784367 45.4291867, 9.1784545 45.4296034, 9.1782865 45.4296049, 9.1782838 45.4295748, 9.177972 45.4295757, 9.1779613 45.4295352, 9.1779539 45.4294896, 9.1779418 45.4293889, 9.1780096 45.4293145, 9.1779277 45.4283442))",9.1779277,45.4283442
2280,,"POLYGON ((9.1374946 45.4393845, 9.1375588 45.4392777, 9.1381817 45.4394619, 9.1381176 45.4395687, 9.1374946 45.4393845))",9.1374946,45.4393845
2281,,"POLYGON ((9.1373107 45.4393689, 9.1374749 45.4394158, 9.1372758 45.4397596, 9.137922 45.4399438, 9.1377821 45.4401854, 9.1369717 45.4399543, 9.1373107 45.4393689))",9.1373107,45.4393689
2282,,"POLYGON ((9.2516962 45.4257898, 9.2516467 45.4257686, 9.2507016 45.426636, 9.2507403 45.4266597, 9.2516962 45.4257898))",9.2516962,45.4257898
2283,,"POLYGON ((9.250587 45.4268004, 9.2504071 45.426963, 9.2503564 45.4269359, 9.2505435 45.4267741, 9.250587 45.4268004))",9.250587,45.4268004
2284,,"POLYGON ((9.250354 45.4270104, 9.2503021 45.4269867, 9.249771 45.4274458, 9.249806 45.4274696, 9.250354 45.4270104))",9.250354,45.4270104
2285,,"POLYGON ((9.1597049 45.4731112, 9.1596714 45.4730938, 9.1596569 45.4730366, 9.1596372 45.4729588, 9.159782 45.472932, 9.1598625 45.4729226, 9.1599014 45.4729207, 9.1599094 45.4731102, 9.1597049 45.4731112))",9.1597049,45.4731112
2286,,"POLYGON ((9.298591 45.5072601, 9.2985898 45.5071091, 9.2985887 45.5069713, 9.2985876 45.506836, 9.2985871 45.5067724, 9.2994147 45.5067691, 9.2993148 45.5068395, 9.2991285 45.5069706, 9.2989341 45.5071075, 9.298718 45.5072596, 9.298591 45.5072601))",9.298591,45.5072601
2287,,"POLYGON ((9.2992768 45.5067306, 9.2992767 45.5066658, 9.2981226 45.5066667, 9.2981234 45.5072161, 9.2982336 45.507216, 9.298233 45.5067312, 9.2992768 45.5067306))",9.2992768,45.5067306
2288,,"POLYGON ((9.300603 45.5038491, 9.3006037 45.503894, 9.3006043 45.5039385, 9.2996008 45.5039425, 9.2996002 45.5038987, 9.2995995 45.5038565, 9.300603 45.5038491))",9.300603,45.5038491
2289,,"POLYGON ((9.15177 45.4546254, 9.1517074 45.4546064, 9.1517243 45.4545802, 9.1516726 45.4545645, 9.1516405 45.4545395, 9.1515563 45.4545111, 9.1516932 45.4542989, 9.1513411 45.4541901, 9.1512039 45.4543927, 9.1511299 45.4543721, 9.1511201 45.4543796, 9.1510916 45.4543721, 9.1510746 45.4543889, 9.1510559 45.4543821, 9.1510488 45.4543908, 9.1509418 45.4543558, 9.1510666 45.4541738, 9.1511582 45.4540298, 9.1515965 45.4541662, 9.1519628 45.4542776, 9.1519332 45.4543303, 9.1518264 45.4545146, 9.15177 45.4546254))",9.15177,45.4546254
2290,,"POLYGON ((9.1667701 45.4430095, 9.1668387 45.443006, 9.1668236 45.4428576, 9.166752 45.4428612, 9.1667701 45.4430095))",9.1667701,45.4430095
2291,,"POLYGON ((9.2850837 45.4733213, 9.2854524 45.4732958, 9.2854039 45.4727999, 9.2850276 45.4727989, 9.2850837 45.4733213))",9.2850837,45.4733213
2292,,"POLYGON ((9.2321285 45.4553505, 9.2321003 45.4553534, 9.2320936 45.4558962, 9.2321191 45.455898, 9.2321285 45.4553505))",9.2321285,45.4553505
2293,,"POLYGON ((9.2320252 45.4553035, 9.2319796 45.4552997, 9.2319756 45.4558491, 9.2320185 45.4558679, 9.2320252 45.4553035))",9.2320252,45.4553035
2294,,"POLYGON ((9.2333968 45.4553288, 9.2333908 45.4558284, 9.2333559 45.4558406, 9.2332665 45.4558407, 9.2332354 45.4558802, 9.2323528 45.4558717, 9.2323554 45.455326, 9.2333968 45.4553288))",9.2333968,45.4553288
2295,,"POLYGON ((9.2313228 45.4547215, 9.230816 45.4547182, 9.2308114 45.4547387, 9.2305942 45.4547355, 9.2305803 45.4555654, 9.2305233 45.4555654, 9.2305094 45.4558853, 9.2309516 45.4558853, 9.2310995 45.4554649, 9.2313013 45.4554606, 9.2313105 45.4551407, 9.2313228 45.4547215))",9.2313228,45.4547215
2296,,"POLYGON ((9.2303869 45.450068, 9.2298656 45.4500598, 9.2295392 45.4500546, 9.2295527 45.4509655, 9.2304057 45.450958, 9.2303869 45.450068))",9.2303869,45.450068
